date,store_id,sales
2021-06-26,S003,207.68
2021-06-27,S001,180.31
2021-06-27,S002,131.01
2021-06-27,S003,
2021-06-28,S001,151.56
2021-06-28,S002,114.71
2021-06-28,S003,184.0
2021-06-29,S001,175.43
2021-06-29,S002,116.63
2021-06-29,S003,197.45
2021-06-30,S001,158.66
2021-06-30,S002,128.21
2021-06-30,S003,184.65
2021-07-01,S001,146.77
2021-07-01,S002,124.35
2021-07-01,S003,192.33
2021-07-02,S001,145.03
2021-07-02,S002,126.75
2021-07-02,S003,198.96
2021-07-03,S001,172.42
2021-07-03,S002,135.14
2021-07-03,S003,215.08
2021-07-04,S001,166.72
2021-07-04,S002,124.25
2021-07-04,S003,201.89
2021-07-05,S001,159.17
2021-07-05,S002,110.84
2021-07-05,S003,192.71
2021-07-06,S001,
2021-07-06,S002,125.65
2021-07-06,S003,186.1
2021-07-07,S001,152.74
2021-07-07,S002,120.95
2021-07-07,S003,208.97
2021-07-08,S001,146.48
2021-07-08,S002,129.57
2021-07-08,S003,195.13
2021-07-09,S001,141.05
2021-07-09,S002,121.74
2021-07-09,S003,189.51
2021-07-10,S001,164.51
2021-07-10,S002,124.82
2021-07-10,S003,206.28
2021-07-11,S001,174.83
2021-07-11,S002,129.99
2021-07-11,S003,206.97
2021-07-12,S001,154.59
2021-07-12,S002,123.56
2021-07-12,S003,192.13
2021-07-13,S001,142.8
2021-07-13,S002,124.59
2021-07-13,S003,186.64
2021-07-14,S001,154.04
2021-07-14,S002,125.61
2021-07-14,S003,185.32
2021-07-15,S001,155.61
2021-07-15,S002,110.24
2021-07-15,S003,187.16
2021-07-16,S001,145.33
2021-07-16,S002,108.87
2021-07-16,S003,179.16
2021-07-17,S001,168.49
2021-07-17,S002,131.8
2021-07-17,S003,208.92
2021-07-18,S001,167.58
2021-07-18,S002,144.68
2021-07-18,S003,196.64
2021-07-19,S001,142.82
2021-07-19,S002,112.44
2021-07-19,S003,179.46
2021-07-20,S001,154.67
2021-07-20,S002,121.45
2021-07-20,S003,187.7
2021-07-21,S001,156.13
2021-07-21,S002,121.27
2021-07-21,S003,186.64
2021-07-22,S001,160.14
2021-07-22,S002,123.52
2021-07-22,S003,189.53
2021-07-23,S001,159.73
2021-07-23,S002,130.56
2021-07-23,S003,182.85
2021-07-24,S001,155.1
2021-07-24,S002,144.53
2021-07-24,S003,199.1
2021-07-25,S001,158.43
2021-07-25,S002,127.07
2021-07-25,S003,207.62
2021-07-26,S001,154.86
2021-07-26,S002,99.83
2021-07-26,S003,191.96
2021-07-27,S001,154.64
2021-07-27,S002,110.97
2021-07-27,S003,191.46
2021-07-28,S001,154.45
2021-07-28,S002,116.77
2021-07-28,S003,186.84
2021-07-29,S001,180.94
2021-07-29,S002,113.04
2021-07-29,S003,187.74
2021-07-30,S001,154.46
2021-07-30,S002,131.44
2021-07-30,S003,188.04
2021-07-31,S001,173.76
2021-07-31,S002,130.6
2021-07-31,S003,195.75
2021-08-01,S001,172.07
2021-08-01,S002,135.43
2021-08-01,S003,212.59
2021-08-02,S001,154.42
2021-08-02,S002,116.68
2021-08-02,S003,196.25
2021-08-03,S001,146.44
2021-08-03,S002,111.91
2021-08-03,S003,191.74
2021-08-04,S001,154.79
2021-08-04,S002,99.02
2021-08-04,S003,181.76
2021-08-05,S001,142.29
2021-08-05,S002,113.52
2021-08-05,S003,189.26
2021-08-06,S001,146.32
2021-08-06,S002,139.91
2021-08-06,S003,192.55
2021-08-07,S001,159.07
2021-08-07,S002,118.63
2021-08-07,S003,189.7
2021-08-08,S001,163.34
2021-08-08,S002,113.78
2021-08-08,S003,212.81
2021-08-09,S001,165.93
2021-08-09,S002,128.5
2021-08-09,S003,170.1
2021-08-10,S001,132.2
2021-08-10,S002,118.65
2021-08-10,S003,189.4
2021-08-11,S001,152.34
2021-08-11,S002,113.91
2021-08-11,S003,195.14
2021-08-12,S001,133.66
2021-08-12,S002,123.01
2021-08-12,S003,182.35
2021-08-13,S001,142.5
2021-08-13,S002,105.14
2021-08-13,S003,181.79
2021-08-14,S001,169.69
2021-08-14,S002,125.63
2021-08-14,S003,203.07
2021-08-15,S001,161.19
2021-08-15,S002,133.8
2021-08-15,S003,212.27
2021-08-16,S001,136.75
2021-08-16,S002,127.72
2021-08-16,S003,179.94
2021-08-17,S001,139.35
2021-08-17,S002,101.16
2021-08-17,S003,175.66
2021-08-18,S001,150.19
2021-08-18,S002,120.42
2021-08-18,S003,178.24
2021-08-19,S001,138.6
2021-08-19,S002,112.89
2021-08-19,S003,168.92
2021-08-20,S001,145.85
2021-08-20,S002,110.8
2021-08-20,S003,188.23
2021-08-21,S001,159.16
2021-08-21,S002,124.09
2021-08-21,S003,191.64
2021-08-22,S001,153.26
2021-08-22,S002,112.73
2021-08-22,S003,193.79
2021-08-23,S001,160.29
2021-08-23,S002,116.16
2021-08-23,S003,187.44
2021-08-24,S001,147.88
2021-08-24,S002,101.85
2021-08-24,S003,176.84
2021-08-25,S001,126.27
2021-08-25,S002,99.11
2021-08-25,S003,185.62
2021-08-26,S001,143.62
2021-08-26,S002,114.47
2021-08-26,S003,170.93
2021-08-27,S001,136.49
2021-08-27,S002,113.34
2021-08-27,S003,186.59
2021-08-28,S001,163.26
2021-08-28,S002,122.29
2021-08-28,S003,196.34
2021-08-29,S001,149.75
2021-08-29,S002,129.92
2021-08-29,S003,192.58
2021-08-30,S001,139.82
2021-08-30,S002,117.32
2021-08-30,S003,179.01
2021-08-31,S001,144.42
2021-08-31,S002,116.01
2021-08-31,S003,167.35
2021-09-01,S001,146.95
2021-09-01,S002,100.94
2021-09-01,S003,178.18
2021-09-02,S001,130.06
2021-09-02,S002,112.9
2021-09-02,S003,175.85
2021-09-03,S001,136.63
2021-09-03,S002,106.1
2021-09-03,S003,166.58
2021-09-04,S001,150.14
2021-09-04,S002,132.83
2021-09-04,S003,185.95
2021-09-05,S001,148.35
2021-09-05,S002,117.64
2021-09-05,S003,189.95
2021-09-06,S001,152.33
2021-09-06,S002,100.39
2021-09-06,S003,170.79
2021-09-07,S001,141.08
2021-09-07,S002,97.95
2021-09-07,S003,156.01
2021-09-08,S001,127.38
2021-09-08,S002,103.98
2021-09-08,S003,183.58
2021-09-09,S001,
2021-09-09,S002,105.81
2021-09-09,S003,173.49
2021-09-10,S001,153.7
2021-09-10,S002,105.57
2021-09-10,S003,156.09
2021-09-11,S001,159.61
2021-09-11,S002,119.08
2021-09-11,S003,206.02
2021-09-12,S001,138.81
2021-09-12,S002,121.26
2021-09-12,S003,198.52
2021-09-13,S001,131.72
2021-09-13,S002,98.71
2021-09-13,S003,170.45
2021-09-14,S001,145.35
2021-09-14,S002,93.12
2021-09-14,S003,166.16
2021-09-15,S001,129.18
2021-09-15,S002,92.02
2021-09-15,S003,175.77
2021-09-16,S001,138.01
2021-09-16,S002,107.1
2021-09-16,S003,173.82
2021-09-17,S001,140.28
2021-09-17,S002,102.66
2021-09-17,S003,176.19
2021-09-18,S001,141.28
2021-09-18,S002,98.65
2021-09-18,S003,179.78
2021-09-19,S001,147.84
2021-09-19,S002,121.87
2021-09-19,S003,194.93
2021-09-20,S001,107.01
2021-09-20,S002,112.74
2021-09-20,S003,167.01
2021-09-21,S001,124.36
2021-09-21,S002,91.57
2021-09-21,S003,175.89
2021-09-22,S001,130.16
2021-09-22,S002,99.59
2021-09-22,S003,163.72
2021-09-23,S001,121.82
2021-09-23,S002,92.71
2021-09-23,S003,190.93
2021-09-24,S001,144.48
2021-09-24,S002,101.13
2021-09-24,S003,174.96
2021-09-25,S001,134.6
2021-09-25,S002,101.37
2021-09-25,S003,207.13
2021-09-26,S001,142.14
2021-09-26,S002,109.73
2021-09-26,S003,190.32
2021-09-27,S001,131.33
2021-09-27,S002,102.76
2021-09-27,S003,163.87
2021-09-28,S001,141.44
2021-09-28,S002,104.4
2021-09-28,S003,174.65
2021-09-29,S001,118.05
2021-09-29,S002,97.53
2021-09-29,S003,174.87
2021-09-30,S001,138.47
2021-09-30,S002,91.01
2021-09-30,S003,170.31
2021-10-01,S001,128.87
2021-10-01,S002,80.59
2021-10-01,S003,172.02
2021-10-02,S001,135.57
2021-10-02,S002,101.88
2021-10-02,S003,187.73
2021-10-03,S001,146.75
2021-10-03,S002,103.79
2021-10-03,S003,173.35
2021-10-04,S001,129.27
2021-10-04,S002,86.58
2021-10-04,S003,157.44
2021-10-05,S001,122.51
2021-10-05,S002,92.25
2021-10-05,S003,159.27
2021-10-06,S001,127.51
2021-10-06,S002,88.66
2021-10-06,S003,166.31
2021-10-07,S001,123.51
2021-10-07,S002,92.39
2021-10-07,S003,163.17
2021-10-08,S001,127.14
2021-10-08,S002,100.25
2021-10-08,S003,156.82
2021-10-09,S001,146.17
2021-10-09,S002,102.0
2021-10-09,S003,185.5
2021-10-10,S001,153.2
2021-10-10,S002,93.81
2021-10-10,S003,181.24
2021-10-11,S001,115.26
2021-10-11,S002,83.89
2021-10-11,S003,165.0
2021-10-12,S001,141.88
2021-10-12,S002,93.8
2021-10-12,S003,161.27
2021-10-13,S001,108.85
2021-10-13,S002,94.19
2021-10-13,S003,159.99
2021-10-14,S001,122.91
2021-10-14,S002,91.65
2021-10-14,S003,155.97
2021-10-15,S001,128.49
2021-10-15,S002,98.45
2021-10-15,S003,169.86
2021-10-16,S001,140.69
2021-10-16,S002,101.19
2021-10-16,S003,171.45
2021-10-17,S001,133.13
2021-10-17,S002,118.74
2021-10-17,S003,178.45
2021-10-18,S001,121.11
2021-10-18,S002,93.52
2021-10-18,S003,174.77
2021-10-19,S001,118.5
2021-10-19,S002,66.44
2021-10-19,S003,158.52
2021-10-20,S001,117.41
2021-10-20,S002,100.69
2021-10-20,S003,168.57
2021-10-21,S001,128.6
2021-10-21,S002,79.81
2021-10-21,S003,165.14
2021-10-22,S001,124.34
2021-10-22,S002,77.33
2021-10-22,S003,162.8
2021-10-23,S001,130.63
2021-10-23,S002,104.46
2021-10-23,S003,178.47
2021-10-24,S001,143.06
2021-10-24,S002,86.04
2021-10-24,S003,173.98
2021-10-25,S001,123.02
2021-10-25,S002,79.05
2021-10-25,S003,159.75
2021-10-26,S001,126.76
2021-10-26,S002,96.75
2021-10-26,S003,154.81
2021-10-27,S001,125.0
2021-10-27,S002,88.43
2021-10-27,S003,159.26
2021-10-28,S001,113.04
2021-10-28,S002,90.17
2021-10-28,S003,153.99
2021-10-29,S001,114.9
2021-10-29,S002,78.11
2021-10-29,S003,166.46
2021-10-30,S001,140.08
2021-10-30,S002,85.75
2021-10-30,S003,159.56
2021-10-31,S001,138.7
2021-10-31,S002,103.42
2021-10-31,S003,176.76
2021-11-01,S001,118.38
2021-11-01,S002,89.91
2021-11-01,S003,160.36
2021-11-02,S001,119.22
2021-11-02,S002,89.26
2021-11-02,S003,159.4
2021-11-03,S001,128.24
2021-11-03,S002,83.57
2021-11-03,S003,165.39
2021-11-04,S001,113.03
2021-11-04,S002,73.88
2021-11-04,S003,154.68
2021-11-05,S001,121.88
2021-11-05,S002,100.85
2021-11-05,S003,158.79
2021-11-06,S001,130.64
2021-11-06,S002,99.92
2021-11-06,S003,157.8
2021-11-07,S001,130.27
2021-11-07,S002,94.42
2021-11-07,S003,167.99
2021-11-08,S001,125.57
2021-11-08,S002,79.2
2021-11-08,S003,162.95
2021-11-09,S001,123.15
2021-11-09,S002,81.5
2021-11-09,S003,145.19
2021-11-10,S001,122.83
2021-11-10,S002,88.62
2021-11-10,S003,156.99
2021-11-11,S001,126.55
2021-11-11,S002,81.34
2021-11-11,S003,150.1
2021-11-12,S001,116.06
2021-11-12,S002,86.46
2021-11-12,S003,154.45
2021-11-13,S001,136.13
2021-11-13,S002,95.57
2021-11-13,S003,165.22
2021-11-14,S001,127.99
2021-11-14,S002,
2021-11-14,S003,160.01
2021-11-15,S001,117.87
2021-11-15,S002,84.05
2021-11-15,S003,157.91
2021-11-16,S001,114.05
2021-11-16,S002,
2021-11-16,S003,154.26
2021-11-17,S001,115.68
2021-11-17,S002,77.15
2021-11-17,S003,159.41
2021-11-18,S001,119.49
2021-11-18,S002,72.32
2021-11-18,S003,160.71
2021-11-19,S001,108.01
2021-11-19,S002,80.85
2021-11-19,S003,164.02
2021-11-20,S001,146.13
2021-11-20,S002,93.56
2021-11-20,S003,170.15
2021-11-21,S001,121.19
2021-11-21,S002,88.32
2021-11-21,S003,179.1
2021-11-22,S001,104.37
2021-11-22,S002,70.84
2021-11-22,S003,146.03
2021-11-23,S001,123.2
2021-11-23,S002,80.7
2021-11-23,S003,160.99
2021-11-24,S001,180.13
2021-11-24,S002,141.66
2021-11-24,S003,217.28
2021-11-25,S001,178.66
2021-11-25,S002,134.23
2021-11-25,S003,215.37
2021-11-26,S001,178.57
2021-11-26,S002,132.32
2021-11-26,S003,216.97
2021-11-27,S001,188.32
2021-11-27,S002,145.18
2021-11-27,S003,220.64
2021-11-28,S001,121.13
2021-11-28,S002,94.75
2021-11-28,S003,158.67
2021-11-29,S001,113.81
2021-11-29,S002,70.13
2021-11-29,S003,166.84
2021-11-30,S001,107.69
